1059451522,[0.0],[3],"[[buy, family, member, mile, feed, end, user]]","[[buy family member mile feed end user, 0.0, 3]]"
B00PDZ8ARM,"[0.6956, 0.4754, -0.2755]","[5, 5, 3]","[[expect, didnt, fit], [nice], [think, card, obstruct, screen, appear, picture, card, slot, downside, take, week, ship, show, week, make, week]]","[[expect didnt fit, 0.6956, 5], [nice, 0.4754, 5], [think card obstruct screen appear picture card slot downside take week ship show week make week, -0.2755, 3]]"
B00PQE2JWM,[-0.0665],[2],"[[ok, nothing, guess, trick]]","[[ok nothing guess trick, -0.0665, 2]]"
B00PWBPSNQ,"[0.765, 0.4404]","[5, 5]","[[take, day, ship, look, want], [sleekelegant, nice, feel, amaze, price, deliver]]","[[take day ship look want, 0.765, 5], [sleekelegant nice feel amaze price deliver, 0.4404, 5]]"
B00PY140V0,[0.0],[1],"[[upper, corner, snap]]","[[upper corner snap, 0.0, 1]]"
B00PYWQCYW,"[-0.2057, -0.7876]","[1, 2]","[[wait, month, writing, reviewi, love, phone, dataminutes, thru, net, problem, switch, lg, phone, use, everything, kindle, medium, shop, netflix, camera, everything, phonei, hate, talk, phone, fine, thing, keep, give, star, im, texting, comment, fb, post, finish, honesty, terrific, phone, ton, coolness, br, august, br, love, phone, week, problem, turningkeeping, think, lot, phone, year, refuse, charge, battery, charge, port, broke, heart, cause, love, phone, im, use, phone, buy, package, year, problem, phonebr, im, doubtful, ill, buy, blu], [didnt, work]]","[[wait month writing reviewi love phone dataminutes thru net problem switch lg phone use everything kindle medium shop netflix camera everything phonei hate talk phone fine thing keep give star im texting comment fb post finish honesty terrific phone ton coolness br august br love phone week problem turningkeeping think lot phone year refuse charge battery charge port broke heart cause love phone im use phone buy package year problem phonebr im doubtful ill buy blu, -0.2057, 1], [didnt work, -0.7876, 2]]"
B00Q2LTM0A,[-0.128],[1],"[[last, month, magnet, detach, iphone, drop, floor, screen, crack]]","[[last month magnet detach iphone drop floor screen crack, -0.128, 1]]"
B00Q8545FM,[0.6249],[5],"[[need, sleek, awesome, look]]","[[need sleek awesome look, 0.6249, 5]]"
B00QUWJ5EO,[0.296],[3],[[ok]],"[[ok, 0.296, 3]]"
B00QWYGDC2,[0.8416],[5],"[[charger, great, buy, car, work, truck, recommend]]","[[charger great buy car work truck recommend, 0.8416, 5]]"
B00R0OGSNW,[0.9169],[5],"[[fit, lg, phone, describe, nice, bright, purple, color, value, arrive, business, day]]","[[fit lg phone describe nice bright purple color value arrive business day, 0.9169, 5]]"
B00R1PD6YE,[0.25],[3],"[[decent, product, cover, protection, problem, application, find, blister, remain, work, watch, video]]","[[decent product cover protection problem application find blister remain work watch video, 0.25, 3]]"
B00R3KB8JM,[-0.7351],[5],"[[design, hate, there, cut, way, power, button, area]]","[[design hate there cut way power button area, -0.7351, 5]]"
B00R4CKY8K,[0.8777],[1],"[[concept, work, couple, month]]","[[concept work couple month, 0.8777, 1]]"
B00R97EAYE,"[0.8402, 0.9152, 0.4404, 0.0]","[5, 5, 4, 1]","[[item], [dont, work, buy, didnt, work, throw, garbage, ], [use, time, super, product, ], [work, far, month, thing, dont, phone, get, charging, cant, charge, iphone, charger, issue, case, work, raise, price, upset, gonna, order, anymore]]","[[item, 0.8402, 5], [dont work buy didnt work throw garbage , 0.9152, 5], [use time super product , 0.4404, 4], [work far month thing dont phone get charging cant charge iphone charger issue case work raise price upset gonna order anymore, 0.0, 1]]"
B00RGS64LI,"[0.807, 0.5709]","[5, 2]","[[nice, shipment, love], [rhinestone, come, prong, cut, finger, hand]]","[[nice shipment love, 0.807, 5], [rhinestone come prong cut finger hand, 0.5709, 2]]"
B00RK2PDV2,"[0.8658, 0.6249, -0.2755, 0.6705, -0.5994, 0.9546]","[4, 5, 1, 5, 1, 5]","[[work, great], [case, crack, side, u, go, take, picture, film, make, ur, picture, blurry], [case, buy, protection, ipod, looksbr, br, put, ipod, bit, difficult, case, job, ive, toss, ipod, couple, time, case, ipod, lost, piece, come, make, thats, okay, touch, screen, worry, ipod, screen, get, bunch, smudge, case, provide, grip, issue, deal, slim, design, ipod], [case, simple, put, provide, amazing, support, protection, come, extension, headphone, hand, strap, want, use, drawback, case, interfere, type, letter, edge, finger, daughter, notice], [son, week, crack, corner, wont, stay, close, wont, close, volume, button, dont, work, sent, work, bum, time, good], [fit, phone, return, refund]]","[[work great, 0.8658, 4], [case crack side u go take picture film make ur picture blurry, 0.6249, 5], [case buy protection ipod looksbr br put ipod bit difficult case job ive toss ipod couple time case ipod lost piece come make thats okay touch screen worry ipod screen get bunch smudge case provide grip issue deal slim design ipod, -0.2755, 1], [case simple put provide amazing support protection come extension headphone hand strap want use drawback case interfere type letter edge finger daughter notice, 0.6705, 5], [son week crack corner wont stay close wont close volume button dont work sent work bum time good, -0.5994, 1], [fit phone return refund, 0.9546, 5]]"
B00RL1QIKM,[-0.1306],[2],"[[fit, hold, place, string, solid, pop]]","[[fit hold place string solid pop, -0.1306, 2]]"
B00RQMM32I,[0.9808],[5],"[[husband, love, shoe, purchase, orangeblack, one, like, get, one, color, super, sharp, vibrant, get, compliment, size, wear, adidas, say, feel, he, wear, shoe, buy, pair, blue, one]]","[[husband love shoe purchase orangeblack one like get one color super sharp vibrant get compliment size wear adidas say feel he wear shoe buy pair blue one, 0.9808, 5]]"
B00RTWIN2E,[0.7647],[5],"[[get, latch, hole, product]]","[[get latch hole product, 0.7647, 5]]"
B00RZZMQLE,[0.807],[5],"[[please, product, purchase, cover, different, company, pink, great, protection]]","[[please product purchase cover different company pink great protection, 0.807, 5]]"
B00S59E9PK,"[0.4404, -0.1027]","[5, 2]","[[apply], [cover, didnt, close]]","[[apply, 0.4404, 5], [cover didnt close, -0.1027, 2]]"
B00S5LMPHW,"[-0.0516, -0.4215]","[5, 1]","[[probr, cheapbr, br, conbr, br, month, usage, iphone, battery, fail, charge], [perfect, complaint]]","[[probr cheapbr br conbr br month usage iphone battery fail charge, -0.0516, 5], [perfect complaint, -0.4215, 1]]"
B00SAJHFU6,[-0.2755],[1],"[[fit, phone]]","[[fit phone, -0.2755, 1]]"
B00SB7Z9X2,[0.8779],[5],"[[design, fit, perfect]]","[[design fit perfect, 0.8779, 5]]"
B00SG3SAPK,[-0.25],[5],"[[cover, price, complaint]]","[[cover price complaint, -0.25, 5]]"
B00SNVC434,[0.9618],[5],"[[im, go, star, giving, make, iphone, feel, secure, cover, didnt, feel, provide, protection, charge, cord, attach, case, havent, use, everyone, show, feature, think, idea, theyre, glad, know, thing, emergency, dont, phone, feel, bulky, kind, regret, size, case, add, issue, recognize, bulkiness, fault, get, phone, place, cant, blame, product, remove, case, set, phone, playercharging, station, case, isnt, difficult, get, im, satisfy]]","[[im go star giving make iphone feel secure cover didnt feel provide protection charge cord attach case havent use everyone show feature think idea theyre glad know thing emergency dont phone feel bulky kind regret size case add issue recognize bulkiness fault get phone place cant blame product remove case set phone playercharging station case isnt difficult get im satisfy, 0.9618, 5]]"
B00SSJ09KQ,[0.0],[1],"[[work, phonewaste, time, money]]","[[work phonewaste time money, 0.0, 1]]"
B00T3OV51W,"[0.0, 0.4523]","[1, 3]","[[youre, drive, doesnt, want, phone, discharge, use, music, gps, etc, hold, battery, percentage, take, time, charge, phone, price], [charge, iphone, ipad, ]]","[[youre drive doesnt want phone discharge use music gps etc hold battery percentage take time charge phone price, 0.0, 1], [charge iphone ipad , 0.4523, 3]]"
B00T40UK20,"[-0.5913, -0.2732, 0.8873, 0.0, 0.9363, 0.4215, -0.5423, 0.6478, -0.4767, -0.4404, 0.0, 0.4607, -0.7907, -0.0836, 0.9694, 0.6059, -0.8397, -0.7847, 0.0, 0.9733, -0.3612, 0.8379, 0.3384, 0.8519, -0.4339, -0.0333, -0.7269, 0.5106, 0.0, 0.854, 0.765, -0.4767, 0.868, 0.2263]","[2, 3, 4, 1, 4, 4, 2, 3, 1, 1, 1, 3, 4, 5, 4, 5, 1, 1, 1, 4, 3, 5, 4, 5, 1, 2, 1, 5, 1, 5, 4, 1, 1, 1]","[[volume, low], [connect, straight, talk, galaxy, ace, style], [headset, work, love], [pair, seems, work, nh, hand, law], [couldnt, get, work], [difficult, operate, instruction], [worst, size, doesnt, fit, year, connect, phone], [deliver, work, pick, lot, sound, accord, person, end, easy, use, wish, option, volume, battery, price], [nice, product], [stay, ear, sound, deal], [bluetooth, pain, battery, life, minute, power, disconnect, phone, device, whatever, youre, use, go, process, reconnecting, time, want, make, phone, call, option, use, answer, phone, isnt, wish, recommend, cant], [work], [return, work, iphone, sbr, br, audio, come, earpiece, others, hear, sound, endbr, br, disappoint, simplicity, nice, thing, dont, work, time, push, button, try, fix, problem, doesnt, work], [product, work, issue, clip, go, broke, contact, seller, offer, place, percentage, purchase, price, account, say, leaf, break, device, use, go, amazon, purchase, universal, clip, use], [product, defective, manufacturer, promise, refund, credit, account], [range, isnt, phone, headset, work], [work, return, sound, break, try, phone], [ok, mean, worth, lot, problem, hear, annoy, cause, yell, hear, hop, im, dissipointed], [work, meet, expectation, itbr, disappoint, couldnt, link, device, swap, phone, phone, change, setting, realize, capability, link, device, listen, music, complaint, people, im, talk, end, great, product], [sorry, review, get, start, say, bluetooth, exceed, expectation, everything, describe, make, forget, wear, sound, quality, loud, clear, come, phone, conversation, ver, line, work, pair, simple, battery, litte, hour, hour, charge, prime, lithium, ion, battery], [ear, job, cancel, surround, noise, price], [dont], [purchase, work, function, sound, clarity, consistent, experience, headset, way, useyou, hold, button, turn, hold, longer, turn, volume, button, easy, access, recommend, come, price], [purchase, headset, week, arrive, use, day, stop, charge, turn, dont, purchase, product], [replacement, bluetooth, earphone, package, arrive, seems, open, manualbr, br, piss, purchase, give, fact, unit, secondhand, unit, sent, look, packagebr, br, item, come, battery, hook, ear, fine, seem, sound, isnt, loudbr, br, sloppy, pack, missing, star], [hand, free, way, drive, teenage, son], [phone, give, brother, pair], [purchase, jetech, bluetooth, headset, believe, noise, cancel, got, headset, volume, control, issue, ear, piece, wear, hour, tech, design, go, start], [work], [charge, day, battery, dead, min], [hello, cant, wait, hold, nope, connect, tunnel, tunnel, im, sit, home, office, isnt, helicopter, office, standing, room, phone, hold, earpiece, clip, wont, stay, ok, fell, ok, think, tell, hello, yelling, checking, break, sound, hold, going, hang, call, phone, thing, work], [range, isnt, distance, couch, front, door, cant, move, house, phone, price, habit, make, work, sound, end, noise, cancel, super, buy], [need, bluetooth, fit, price, look, take, white, phone, hold, button, make, sync, phone, everything, fine]]","[[volume low, -0.5913, 2], [connect straight talk galaxy ace style, -0.2732, 3], [headset work love, 0.8873, 4], [pair seems work nh hand law, 0.0, 1], [couldnt get work, 0.9363, 4], [difficult operate instruction, 0.4215, 4], [worst size doesnt fit year connect phone, -0.5423, 2], [deliver work pick lot sound accord person end easy use wish option volume battery price, 0.6478, 3], [nice product, -0.4767, 1], [stay ear sound deal, -0.4404, 1], [bluetooth pain battery life minute power disconnect phone device whatever youre use go process reconnecting time want make phone call option use answer phone isnt wish recommend cant, 0.0, 1], [work, 0.4607, 3], [return work iphone sbr br audio come earpiece others hear sound endbr br disappoint simplicity nice thing dont work time push button try fix problem doesnt work, -0.7907, 4], [product work issue clip go broke contact seller offer place percentage purchase price account say leaf break device use go amazon purchase universal clip use, -0.0836, 5], [product defective manufacturer promise refund credit account, 0.9694, 4], [range isnt phone headset work, 0.6059, 5], [work return sound break try phone, -0.8397, 1], [ok mean worth lot problem hear annoy cause yell hear hop im dissipointed, -0.7847, 1], [work meet expectation itbr disappoint couldnt link device swap phone phone change setting realize capability link device listen music complaint people im talk end great product, 0.0, 1], [sorry review get start say bluetooth exceed expectation everything describe make forget wear sound quality loud clear come phone conversation ver line work pair simple battery litte hour hour charge prime lithium ion battery, 0.9733, 4], [ear job cancel surround noise price, -0.3612, 3], [dont, 0.8379, 5], [purchase work function sound clarity consistent experience headset way useyou hold button turn hold longer turn volume button easy access recommend come price, 0.3384, 4], [purchase headset week arrive use day stop charge turn dont purchase product, 0.8519, 5], [replacement bluetooth earphone package arrive seems open manualbr br piss purchase give fact unit secondhand unit sent look packagebr br item come battery hook ear fine seem sound isnt loudbr br sloppy pack missing star, -0.4339, 1], [hand free way drive teenage son, -0.0333, 2], [phone give brother pair, -0.7269, 1], [purchase jetech bluetooth headset believe noise cancel got headset volume control issue ear piece wear hour tech design go start, 0.5106, 5], [work, 0.0, 1], [charge day battery dead min, 0.854, 5], [hello cant wait hold nope connect tunnel tunnel im sit home office isnt helicopter office standing room phone hold earpiece clip wont stay ok fell ok think tell hello yelling checking break sound hold going hang call phone thing work, 0.765, 4], [range isnt distance couch front door cant move house phone price habit make work sound end noise cancel super buy, -0.4767, 1], [need bluetooth fit price look take white phone hold button make sync phone everything fine, 0.868, 1], [, 0.2263, 1]]"
B00TISX9QM,[0.7184],[1],"[[review, shill, check, review, compensate, review, item, hold, phone, longer, second, fall, imagine, people, buy, expect, hold, phone, fall, fall, car, hit, shatterbr, br, buy, piece, junk]]","[[review shill check review compensate review item hold phone longer second fall imagine people buy expect hold phone fall fall car hit shatterbr br buy piece junk, 0.7184, 1]]"
B00TS6FUDO,[0.6249],[5],"[[everything, great]]","[[everything great, 0.6249, 5]]"
B00U0PX7UA,"[-0.0711, -0.6619]","[1, 1]","[[cheap, quality, case, total, rip, dont, recommend, anyone, buy, phone, recommend, star], [think, nice, receive, item, plastic, wont, protect, phone, drop, scratch, everything, everytime, put, feel, phone, gonna, drop]]","[[cheap quality case total rip dont recommend anyone buy phone recommend star, -0.0711, 1], [think nice receive item plastic wont protect phone drop scratch everything everytime put feel phone gonna drop, -0.6619, 1]]"
B00U54N54Y,[0.9571],[5],"[[daughter, love, case, case, drop, phone, screen, broke, replace, phone, buy, case, fit, time, drop, phone, case, protect, phone, fine, case, look, phone, love, add, touch, rhinestone]]","[[daughter love case case drop phone screen broke replace phone buy case fit time drop phone case protect phone fine case look phone love add touch rhinestone, 0.9571, 5]]"
B00U5BS7BI,[0.6956],[3],"[[holster, break, case, great]]","[[holster break case great, 0.6956, 3]]"
B00U5M3UR8,"[0.0, 0.4754, 0.7906, 0.2846, -0.743]","[2, 5, 5, 5, 1]","[[work, sooooooooooo, please, everyone, cord, problem, work, ipad, iphones], [item, describe, love, ship, son, station, charge], [quality, poor, iphone, reject, charge], [buy, work], [order, day, shipping, satisfy]]","[[work sooooooooooo please everyone cord problem work ipad iphones, 0.0, 2], [item describe love ship son station charge, 0.4754, 5], [quality poor iphone reject charge, 0.7906, 5], [buy work, 0.2846, 5], [order day shipping satisfy, -0.743, 1]]"
B00UHDQD5G,[-0.8199],[1],"[[try, tune, station, sting, annoy, sound, car, radio, volume, maxed, hear, music, come, phone, im, happy, product, ]]","[[try tune station sting annoy sound car radio volume maxed hear music come phone im happy product , -0.8199, 1]]"
B00UHDT2YA,[0.6361],[5],"[[nice, case, make]]","[[nice case make, 0.6361, 5]]"
B00ULQEI42,"[0.7783, 0.3612, 0.0]","[5, 5, 3]","[[work, loud, clear, year, buy, scound, im, truck, driver, need, talk, phone, listen, music, charge], [need, return, label], [jabra, earpiece, seem, job, buy, grandson, replace, stolen, seem, satisfy]]","[[work loud clear year buy scound im truck driver need talk phone listen music charge, 0.7783, 5], [need return label, 0.3612, 5], [jabra earpiece seem job buy grandson replace stolen seem satisfy, 0.0, 3]]"
B00USNQGFM,[0.1263],[3],"[[fit, snug, problem, chip]]","[[fit snug problem chip, 0.1263, 3]]"
B00V323LNM,"[0.6987, 0.1054, 0.8957, 0.9479, 0.873, -0.6259, 0.765]","[5, 2, 5, 5, 5, 1, 5]","[[love, case, receive, hour, rhinestone, come, case, get, phone], [buy, wife, love, glitter, doesnt, come, case, hold], [case, super, cute, stylish, arrive, package, damage], [happy, case, feel, cheap, look, nothing, expect, return, figure, return, process], [perfect, thanks, describe], [look, picture, quality, great, glitter, wont, fade, love, case, recommend], [buy, daughter, love, fit, thank]]","[[love case receive hour rhinestone come case get phone, 0.6987, 5], [buy wife love glitter doesnt come case hold, 0.1054, 2], [case super cute stylish arrive package damage, 0.8957, 5], [happy case feel cheap look nothing expect return figure return process, 0.9479, 5], [perfect thanks describe, 0.873, 5], [look picture quality great glitter wont fade love case recommend, -0.6259, 1], [buy daughter love fit thank, 0.765, 5]]"
B00V3MLCDI,[0.8442],[5],"[[love, color, feel]]","[[love color feel, 0.8442, 5]]"
B00VC0E9Y0,[0.2732],[5],"[[love, case, hat, ex]]","[[love case hat ex, 0.2732, 5]]"
B00VY4GV5O,"[0.6369, 0.8156]","[5, 4]","[[work, arm, dont, arm, seem, stay, say, band, screen, cover, cant, access, phone, run, lose, screen, cover, prevents, tapbut, screen, cover, guess, trade, interact, phone, doesnt, offer, protection, element, cover, overall, im, happy, band, wlll, continue, use, itgood, product, need], [tank, supecase, armband]]","[[work arm dont arm seem stay say band screen cover cant access phone run lose screen cover prevents tapbut screen cover guess trade interact phone doesnt offer protection element cover overall im happy band wlll continue use itgood product need, 0.6369, 5], [tank supecase armband, 0.8156, 4]]"
B00W47MGWC,[-0.4753],[1],"[[beltclip, unit, need, access, hole, charge, remove, phone, difficult, insert, phone, wont, turn, become, side, hole, dremel, tool, power, button, fit, thru, betterbut, fit, recommend]]","[[beltclip unit need access hole charge remove phone difficult insert phone wont turn become side hole dremel tool power button fit thru betterbut fit recommend, -0.4753, 1]]"
B00WWJXYLE,[0.6702],[3],"[[month, edge, color, come, side, take, care, phone, get, lose, mail, week, isnt, money, pay, case, fit, description, think, give, description]]","[[month edge color come side take care phone get lose mail week isnt money pay case fit description think give description, 0.6702, 3]]"
B00X0PCSR0,[0.6956],[2],"[[nice, provide, protection]]","[[nice provide protection, 0.6956, 2]]"
B00X3JZIAM,[0.4404],[5],[[quality]],"[[quality, 0.4404, 5]]"
B00X3JZLMC,[0.9226],[1],"[[nokia, lumia, phone, nothing, fancy, nothing, others, ive, see, case, phone, make, thicker, regardless, doesnt, work, way, hold, phone, case, there, way, hold, case, others, mention, style, holder, button, use, size, push, phone, curve, piece, hold, corner, phone, top, mount, design, help, make, forward, hook, turn, result, phone, tighten, get, grasp, adjustment, button, top, part, push, im, bet, bump, road, send, phone, flyingbr, br, gooseneck, seem, outlet, mount, iffy, depend, car, outlet, vehicle, fit, snug, didnt, twist, outlet, outlet, appear, shorter, doesnt, go, way, im, guess, end, twist, side, weight, depends, matter, wont, hold, phone, place, cheap, lumia, look, phone, wouldnt, suggest, try]]","[[nokia lumia phone nothing fancy nothing others ive see case phone make thicker regardless doesnt work way hold phone case there way hold case others mention style holder button use size push phone curve piece hold corner phone top mount design help make forward hook turn result phone tighten get grasp adjustment button top part push im bet bump road send phone flyingbr br gooseneck seem outlet mount iffy depend car outlet vehicle fit snug didnt twist outlet outlet appear shorter doesnt go way im guess end twist side weight depends matter wont hold phone place cheap lumia look phone wouldnt suggest try, 0.9226, 1]]"
B00XBXDG1S,"[0.0, 0.882, 0.3084]","[2, 2, 1]","[[mac, price, save, iphone, let, daughter, listen, music], [front, control, panel, broke, weekwont, rechargenice, micro, sd, card, come, working, volume, get, playlist, wasnt, flashy, play, brokethis, device, organize, order, order, type, list, set, pc, mpwas, ok, last, recomend, save, something, something, sound, quality], [work, clunky, use, intuitive]]","[[mac price save iphone let daughter listen music, 0.0, 2], [front control panel broke weekwont rechargenice micro sd card come working volume get playlist wasnt flashy play brokethis device organize order order type list set pc mpwas ok last recomend save something something sound quality, 0.882, 2], [work clunky use intuitive, 0.3084, 1]]"
